,id,c_time,entered_competition_cnt,code_share_cnt,talk_board_cnt,country_code,python_level,ds_level
41,21598,2018-08-14 20:28,0,0,0,82,1,1
42,12102,2018-08-14 20:33,0,0,0,82,1,1
43,17771,2018-08-14 20:34,0,0,0,82,1,1
44,7844,2018-08-14 20:44,0,0,0,82,1,1
45,21826,2018-08-14 20:44,0,0,0,82,1,1
46,3923,2018-08-14 20:52,0,0,0,82,1,1
47,18973,2018-08-14 21:02,0,0,0,82,1,1
48,2145,2018-08-14 21:07,0,0,0,82,1,1
49,10880,2018-08-14 21:07,0,0,0,82,1,1
50,15124,2018-08-14 21:26,0,0,0,82,1,1
51,3444,2018-08-14 22:07,0,0,0,82,1,1
52,775,2018-08-14 22:16,0,0,0,82,1,1
53,7114,2018-08-14 22:32,0,0,0,82,1,1
54,21904,2018-08-14 22:53,0,0,0,82,1,1
55,10217,2018-08-14 22:54,0,0,0,82,1,1
56,17051,2018-08-14 23:27,0,0,0,82,1,1
57,19385,2018-08-14 23:32,0,0,0,82,1,1
58,4698,2018-08-14 23:33,0,0,0,82,1,1
59,17917,2018-08-14 23:42,0,0,0,82,1,1
60,2020,2018-08-15 0:33,0,0,0,82,1,1
61,16953,2018-08-15 1:01,0,0,0,82,1,1
62,20763,2018-08-15 1:02,0,0,0,82,1,1
63,19386,2018-08-15 1:17,0,0,0,82,1,1
64,1504,2018-08-15 1:29,0,0,0,82,1,1
65,1190,2018-08-15 1:30,0,0,0,82,1,1
66,21678,2018-08-15 2:07,0,0,0,82,1,1
67,13890,2018-08-15 2:08,0,0,0,82,1,1
68,8795,2018-08-15 3:07,0,0,0,82,1,1
69,15387,2018-08-15 3:30,0,0,0,82,1,1
70,14281,2018-08-15 3:38,0,0,0,82,1,1
71,6366,2018-08-15 4:05,0,0,0,82,1,1
72,6302,2018-08-15 4:13,0,0,0,82,1,1
73,762,2018-08-15 4:58,0,0,0,82,1,1
74,7334,2018-08-15 6:21,0,0,0,82,1,1
75,19296,2018-08-15 8:15,0,0,0,82,1,1
76,5220,2018-08-15 9:00,0,0,0,82,1,1
77,19150,2018-08-15 9:29,3,0,0,82,1,1
78,5009,2018-08-15 9:40,0,0,0,82,1,1
79,8158,2018-08-15 10:15,0,0,0,82,1,1
80,15516,2018-08-15 10:21,0,0,0,82,1,1
81,10346,2018-08-15 10:48,0,0,0,82,1,1
82,3298,2018-08-15 10:49,0,0,0,82,1,1
83,19793,2018-08-15 12:25,0,0,0,82,1,1
84,18199,2018-08-15 12:52,1,0,0,82,1,1
85,2156,2018-08-15 14:25,0,0,0,82,1,1
86,9299,2018-08-15 15:44,0,0,0,82,1,1
87,20858,2018-08-15 16:33,0,0,0,82,1,1
88,19738,2018-08-15 16:54,0,0,0,82,1,1
89,21606,2018-08-15 20:00,3,0,0,82,1,1
90,6667,2018-08-15 20:16,0,0,0,82,1,1
91,11591,2018-08-15 20:59,0,0,0,82,1,1
92,8004,2018-08-15 22:19,3,0,0,82,1,1
93,16640,2018-08-15 23:22,0,0,0,82,1,1
94,8630,2018-08-16 0:29,0,0,0,82,1,1
95,22003,2018-08-16 2:02,2,0,0,82,1,1
96,15233,2018-08-16 3:29,0,0,0,82,1,1
97,17887,2018-08-16 5:27,0,0,0,82,1,1
98,2885,2018-08-16 9:26,0,0,0,82,1,1
99,325,2018-08-16 10:18,4,0,0,82,1,1
100,20647,2018-08-16 10:38,0,0,0,82,1,1
101,14596,2018-08-16 10:52,0,0,0,82,1,1
102,14204,2018-08-16 11:57,4,0,0,82,1,1
103,1982,2018-08-16 12:02,0,0,0,82,1,1
104,21500,2018-08-16 12:49,0,0,0,82,1,1
105,16202,2018-08-16 14:45,0,0,0,82,1,1
106,305,2018-08-16 15:07,0,0,0,82,1,1
107,2278,2018-08-16 15:35,0,0,0,82,1,1
108,6094,2018-08-16 17:14,6,0,0,82,1,1
109,16412,2018-08-16 17:16,0,0,0,82,1,1
110,5409,2018-08-16 18:52,0,0,0,82,1,1
111,4408,2018-08-16 19:16,0,0,0,82,1,1
112,8666,2018-08-16 19:19,0,0,0,82,1,1
113,15437,2018-08-16 20:27,0,0,0,82,1,1
114,12669,2018-08-16 22:51,0,0,0,82,1,1
115,19676,2018-08-16 23:18,0,0,0,82,1,1
116,13670,2018-08-17 0:15,1,0,0,82,1,1
117,9306,2018-08-17 2:23,0,0,0,82,1,1
118,3636,2018-08-17 7:44,0,0,0,82,1,1
119,9005,2018-08-17 9:20,0,0,0,82,1,1
120,4002,2018-08-17 9:48,0,0,0,82,1,1
121,4063,2018-08-17 10:35,0,0,0,82,1,1
122,18715,2018-08-17 12:22,0,0,0,82,1,1
123,3259,2018-08-17 15:18,4,0,0,82,1,1
124,14845,2018-08-17 16:43,0,0,0,82,1,1
125,13302,2018-08-17 17:05,0,0,0,82,1,1
126,1330,2018-08-17 17:28,0,0,0,82,1,1
127,4027,2018-08-17 19:02,0,0,0,82,1,1
128,21942,2018-08-17 19:57,0,0,0,82,1,1
129,10856,2018-08-17 20:05,4,0,0,82,1,1
130,7545,2018-08-18 13:45,2,0,0,82,1,1
131,10589,2018-08-18 14:19,1,0,1,82,1,1
132,4965,2018-08-18 20:37,0,0,0,82,1,1
133,4753,2018-08-18 21:46,0,0,0,82,1,1
134,2944,2018-08-18 23:01,3,0,0,82,1,1
135,11407,2018-08-18 23:16,0,0,0,82,1,1
136,4459,2018-08-19 0:51,0,0,0,82,1,1
137,13506,2018-08-19 11:14,0,0,0,82,1,1
138,20171,2018-08-19 14:23,0,0,0,82,1,1
139,6083,2018-08-19 14:25,0,0,0,82,1,1
140,16471,2018-08-19 15:23,0,0,0,82,1,1
141,6998,2018-08-19 16:06,0,0,0,82,1,1
142,17498,2018-08-19 18:47,0,0,0,82,1,1
143,12329,2018-08-19 19:14,0,0,0,82,1,1
144,9690,2018-08-19 21:11,3,0,0,82,1,1
145,13328,2018-08-19 23:01,0,0,0,82,1,1
146,7942,2018-08-20 0:25,0,0,0,82,1,1
147,1462,2018-08-20 3:57,0,0,0,82,1,1
148,19217,2018-08-20 8:52,0,0,0,82,1,1
149,19541,2018-08-20 9:53,18,3,1,82,1,1
150,12399,2018-08-20 9:56,2,0,0,82,1,1
151,16784,2018-08-20 11:05,5,0,1,82,1,1
152,1081,2018-08-20 12:14,0,0,0,82,1,1
153,6807,2018-08-20 12:34,0,0,0,82,1,1
154,16004,2018-08-20 17:20,2,0,0,82,1,1
155,4341,2018-08-20 17:41,10,0,1,82,1,1
156,10229,2018-08-20 18:11,0,0,0,82,1,1
157,1324,2018-08-20 18:55,1,0,0,82,1,1
158,495,2018-08-20 19:00,0,0,0,82,1,1
159,8860,2018-08-20 19:13,0,0,0,82,1,1
160,21466,2018-08-20 19:41,1,0,0,82,1,1
161,6049,2018-08-20 20:20,0,0,0,82,1,1
162,3044,2018-08-21 13:15,0,0,0,82,1,1
163,16975,2018-08-21 13:51,1,0,0,82,1,1
164,9921,2018-08-21 13:59,3,0,0,82,1,1
165,19730,2018-08-21 15:24,0,0,0,82,1,1
166,6204,2018-08-21 15:44,2,0,0,82,1,1
167,13726,2018-08-21 16:22,0,0,0,82,1,1
168,21790,2018-08-21 17:06,0,0,0,82,1,1
169,20526,2018-08-21 17:14,0,0,0,82,1,1
170,6478,2018-08-21 20:45,1,0,0,82,1,1
171,13090,2018-08-21 23:31,2,0,0,82,1,1
172,21927,2018-08-22 17:19,0,0,0,82,1,1
173,14304,2018-08-22 17:41,0,0,0,82,1,1
174,7009,2018-08-22 19:20,0,0,0,82,1,1
175,3385,2018-08-22 20:14,3,0,0,82,1,1
176,21767,2018-08-22 22:14,3,0,0,82,1,1
177,4289,2018-08-22 22:25,0,0,0,82,1,1
178,10239,2018-08-22 22:43,0,0,0,82,1,1
179,16773,2018-08-23 8:32,2,0,0,82,1,1
180,9264,2018-08-23 14:50,0,0,0,82,1,1
181,16474,2018-08-24 0:32,1,0,0,82,1,1
182,13845,2018-08-24 11:52,0,0,0,82,1,1
183,10956,2018-08-24 12:42,0,0,0,82,1,1
184,14608,2018-08-24 14:41,0,0,0,82,1,1
185,8224,2018-08-24 18:23,0,0,0,82,1,1
186,1353,2018-08-24 18:32,0,0,0,82,1,1
187,9278,2018-08-24 18:58,0,0,0,82,1,1
188,9207,2018-08-24 19:32,1,0,0,82,1,1
189,8180,2018-08-24 19:33,0,0,0,82,1,1
190,4292,2018-08-24 19:37,0,0,0,82,1,1
191,2492,2018-08-24 19:37,0,0,0,82,1,1
192,8897,2018-08-24 19:47,0,0,0,82,1,1
193,4157,2018-08-24 19:49,0,0,0,82,1,1
194,6693,2018-08-24 20:25,0,0,0,82,1,1
195,4852,2018-08-24 20:29,0,0,0,82,1,1
196,9388,2018-08-24 20:42,1,0,0,82,1,1
197,20916,2018-08-24 20:43,0,0,0,82,1,1
198,10206,2018-08-24 20:47,5,0,0,82,1,1
199,5521,2018-08-24 20:59,0,0,0,82,1,1
200,5729,2018-08-24 22:06,0,0,0,82,1,1
201,17129,2018-08-24 22:19,0,0,0,82,1,1
202,8324,2018-08-24 22:25,0,0,0,82,1,1
203,14863,2018-08-24 22:58,0,0,0,82,1,1
204,10067,2018-08-24 22:59,0,0,0,82,1,1
205,20310,2018-08-24 23:14,0,0,0,82,1,1
206,1138,2018-08-24 23:18,0,0,0,82,1,1
207,8135,2018-08-24 23:25,0,0,0,82,1,1
208,6883,2018-08-24 23:27,0,0,0,82,1,1
209,16592,2018-08-24 23:27,0,0,0,82,1,1
210,7643,2018-08-24 23:56,0,0,0,82,1,1
211,20498,2018-08-25 0:34,0,0,0,82,1,1
212,868,2018-08-25 0:46,0,0,0,82,1,1
213,15524,2018-08-25 1:07,0,0,0,82,1,1
214,8790,2018-08-25 1:18,2,0,0,82,1,1
215,5200,2018-08-25 1:18,0,0,0,82,1,1
216,7254,2018-08-25 2:06,0,0,0,82,1,1
217,4558,2018-08-25 2:33,0,0,0,82,1,1
218,21427,2018-08-25 2:34,0,0,0,82,1,1
219,5483,2018-08-25 3:07,0,0,0,82,1,1
220,7471,2018-08-25 3:23,0,0,0,82,1,1
221,1554,2018-08-25 3:24,0,0,0,82,1,1
222,16414,2018-08-25 3:30,2,0,0,82,1,1
223,3656,2018-08-25 3:41,1,0,0,82,1,1
224,10315,2018-08-25 3:47,0,0,0,82,1,1
225,3998,2018-08-25 3:59,0,0,0,82,1,1
226,14184,2018-08-25 4:02,0,0,0,82,1,1
227,1550,2018-08-25 5:38,0,0,0,82,1,1
228,4330,2018-08-25 9:42,0,0,0,82,1,1
229,14378,2018-08-25 10:06,0,0,0,82,1,1
230,18611,2018-08-25 10:12,1,0,0,82,1,1
231,694,2018-08-25 10:35,0,0,0,82,1,1
232,2860,2018-08-25 11:01,0,0,0,82,1,1
233,20075,2018-08-25 11:03,0,0,0,82,1,1
234,5131,2018-08-25 11:07,0,0,0,82,1,1
235,13344,2018-08-25 11:12,0,0,0,82,1,1
236,17548,2018-08-25 11:29,0,0,0,82,1,1
237,17348,2018-08-25 11:29,0,0,0,82,1,1
238,17417,2018-08-25 11:53,6,1,0,82,1,1
239,1406,2018-08-25 12:21,0,0,0,82,1,1
240,8086,2018-08-25 12:24,0,0,0,82,1,1
241,11843,2018-08-25 12:50,0,0,0,82,1,1
242,11267,2018-08-25 13:17,3,0,0,82,1,1
243,454,2018-08-25 14:45,0,0,0,82,1,1
244,15443,2018-08-25 14:49,0,0,0,82,1,1
245,8125,2018-08-25 14:53,0,0,0,82,1,1
246,18608,2018-08-25 15:08,0,0,0,82,1,1
247,11708,2018-08-25 15:34,0,0,0,82,1,1
248,9004,2018-08-25 16:21,0,0,0,82,1,1
249,12519,2018-08-25 16:24,7,0,3,82,1,1
250,12479,2018-08-25 16:26,0,0,0,82,1,1
251,16380,2018-08-25 16:34,0,0,0,82,1,1
252,1761,2018-08-25 18:57,0,0,0,82,1,1
253,3586,2018-08-25 19:45,1,0,0,82,1,1
254,13951,2018-08-25 20:02,0,0,0,82,1,1
255,7210,2018-08-25 21:12,0,0,0,82,1,1
256,4468,2018-08-25 21:33,1,0,0,82,1,1
257,20486,2018-08-25 22:37,0,0,0,82,1,1
258,19247,2018-08-25 23:14,0,0,0,82,1,1
259,12808,2018-08-26 0:04,4,0,0,82,1,1
260,16514,2018-08-26 0:22,0,0,0,82,1,1
261,3649,2018-08-26 0:25,0,0,0,82,1,1
262,3668,2018-08-26 3:55,0,0,0,82,1,1
263,12466,2018-08-26 7:35,0,0,0,82,1,1
264,15650,2018-08-26 7:44,0,0,0,82,1,1
265,20409,2018-08-26 7:45,0,0,0,82,1,1
266,15788,2018-08-26 8:53,0,0,0,82,1,1
267,11314,2018-08-26 8:59,1,0,0,82,1,1
268,600,2018-08-26 12:02,0,0,0,82,1,1
269,10878,2018-08-26 12:47,0,0,0,82,1,1
270,16705,2018-08-26 15:53,0,0,0,82,1,1
271,6463,2018-08-26 19:06,1,0,0,82,0,1
272,3582,2018-08-26 20:30,0,0,0,82,1,1
273,1412,2018-08-26 20:34,0,0,0,82,1,1
274,20517,2018-08-26 21:13,0,0,0,82,1,1
275,8868,2018-08-26 23:46,0,0,0,82,1,1
276,1235,2018-08-27 15:03,0,0,0,82,1,1
277,10568,2018-08-27 15:25,0,0,0,82,1,1
278,7195,2018-08-27 15:33,0,0,0,82,1,1
279,4326,2018-08-27 15:52,0,0,0,82,1,1
280,7992,2018-08-27 16:50,0,0,0,82,1,1
281,5740,2018-08-27 16:52,0,0,0,82,1,1
282,13801,2018-08-27 17:15,0,0,0,82,1,1
283,210,2018-08-27 17:18,0,0,0,82,1,1
284,14287,2018-08-27 17:22,1,0,0,82,1,1
285,3312,2018-08-27 17:29,0,0,0,82,1,1
286,17625,2018-08-27 17:40,0,0,0,82,1,1
287,17547,2018-08-27 18:08,0,0,0,82,1,1
288,8352,2018-08-27 18:20,0,0,0,82,1,1
289,5760,2018-08-27 18:24,1,0,0,82,1,1
290,2636,2018-08-27 18:35,0,0,0,82,1,1
291,19050,2018-08-27 18:45,0,0,0,82,1,1
292,1868,2018-08-27 18:49,5,0,0,82,1,1
293,20720,2018-08-27 19:21,0,0,0,82,1,1
294,772,2018-08-27 19:43,0,0,0,82,1,1
295,12585,2018-08-27 20:40,1,0,0,82,1,1
296,922,2018-08-27 21:28,0,0,0,82,1,1
297,7355,2018-08-27 21:32,2,0,0,82,1,1
298,14178,2018-08-27 21:34,0,0,0,82,1,1
299,18661,2018-08-27 22:17,0,0,0,82,1,1
300,20957,2018-08-27 23:06,0,0,0,82,1,1
301,577,2018-08-27 23:15,0,0,0,82,1,1
302,8088,2018-08-27 23:39,0,0,0,82,1,1
303,7529,2018-08-28 0:02,0,0,0,82,1,1
304,3420,2018-08-28 0:25,0,0,0,82,1,1
305,21377,2018-08-28 0:27,4,0,0,82,1,1
306,7277,2018-08-28 0:30,0,0,0,82,1,1
307,3590,2018-08-28 2:31,0,0,0,82,1,1
308,14110,2018-08-28 3:34,0,0,0,82,1,1
309,15363,2018-08-28 3:45,0,0,0,82,1,1
310,2303,2018-08-28 4:42,0,0,0,82,1,1
311,2953,2018-08-28 9:03,0,0,0,82,1,1
312,14943,2018-08-28 10:29,0,0,0,82,1,1
313,16369,2018-08-28 10:55,0,0,0,82,1,1
314,15458,2018-08-28 11:02,2,0,0,82,1,1
315,16035,2018-08-28 12:22,0,0,0,82,1,1
316,19339,2018-08-28 12:50,3,0,0,82,0,0
317,8593,2018-08-28 14:39,16,1,3,82,1,1
318,20566,2018-08-28 15:16,0,0,0,82,1,1
319,220,2018-08-28 15:21,0,0,0,82,1,1
320,14956,2018-08-28 15:58,0,0,0,82,1,1
321,5536,2018-08-28 16:32,0,0,0,82,1,1
322,3966,2018-08-28 16:36,1,0,0,82,1,1
323,11711,2018-08-28 16:39,0,0,0,82,1,1
324,15919,2018-08-28 17:10,1,0,0,82,1,1
325,19854,2018-08-28 17:30,0,0,0,82,1,1
326,9449,2018-08-28 17:41,0,0,0,82,1,1
327,6313,2018-08-28 18:15,0,0,0,82,1,1
328,19410,2018-08-28 18:17,0,0,0,82,1,1
329,11902,2018-08-28 20:30,0,0,0,82,1,1
330,8937,2018-08-28 21:20,0,0,0,82,1,1
331,8149,2018-08-28 21:50,0,0,0,82,1,1
332,8063,2018-08-28 22:49,0,0,0,82,1,1
333,4993,2018-08-28 23:09,0,0,0,82,1,1
334,9030,2018-08-28 23:22,0,0,0,82,1,1
335,5751,2018-08-28 23:35,3,0,0,82,1,1
336,17359,2018-08-29 0:02,0,0,0,82,1,1
337,21998,2018-08-29 1:02,0,0,0,82,1,1
338,19749,2018-08-29 1:07,0,0,0,82,1,1
339,4941,2018-08-29 1:13,2,0,0,82,1,1
340,10975,2018-08-29 1:16,1,0,0,82,1,1
341,12099,2018-08-29 3:00,0,0,0,82,1,1
342,3167,2018-08-29 3:34,2,0,0,82,1,1
343,4222,2018-08-29 5:17,0,0,0,82,1,1
344,6406,2018-08-29 7:48,1,0,0,82,1,1
345,2874,2018-08-29 10:09,0,0,0,82,1,1
346,7320,2018-08-29 13:12,0,0,0,82,1,1
347,20487,2018-08-29 16:41,0,0,0,82,1,1
348,892,2018-08-29 18:15,1,0,0,82,1,1
349,20251,2018-08-29 21:31,0,0,0,82,1,1
350,6802,2018-08-30 0:27,0,0,0,82,1,1
351,4335,2018-08-30 1:38,1,0,0,82,1,1
352,2192,2018-08-30 2:36,1,0,0,82,1,1
353,9904,2018-08-30 2:39,1,0,0,82,1,1
354,18089,2018-08-30 2:51,1,0,0,82,1,1
355,15544,2018-08-30 6:27,0,0,0,82,1,1
356,20078,2018-08-30 7:06,0,0,0,82,1,1
357,16767,2018-08-30 8:38,0,0,0,82,1,1
358,20399,2018-08-30 10:41,0,0,0,82,1,1
359,9647,2018-08-30 10:43,0,0,0,82,1,1
360,7460,2018-08-30 10:49,0,0,0,82,1,1
361,3930,2018-08-30 10:51,0,0,0,82,1,1
362,3530,2018-08-30 10:52,1,0,0,82,1,1
363,18540,2018-08-30 12:34,2,0,0,82,1,1
364,15566,2018-08-30 13:18,0,0,0,82,1,1
365,10074,2018-08-30 13:18,1,0,0,82,1,1
366,8559,2018-08-30 15:27,0,0,0,82,1,1
367,2800,2018-08-30 16:39,2,0,0,82,1,1
368,21799,2018-08-30 21:20,0,0,0,82,1,1
369,1451,2018-08-30 21:55,2,0,0,82,1,1
370,15505,2018-08-30 23:05,0,0,0,82,1,1
371,12079,2018-08-30 23:43,0,0,0,82,1,1
372,13744,2018-08-31 5:20,0,0,0,82,1,1
373,9369,2018-08-31 9:30,2,0,0,82,1,1
374,7220,2018-08-31 10:50,5,0,0,82,1,1
375,4987,2018-08-31 12:06,0,0,0,82,1,1
376,14064,2018-08-31 12:33,8,0,0,82,1,1
377,324,2018-08-31 14:31,0,0,0,82,1,1
378,10619,2018-08-31 17:05,1,0,0,82,1,1
379,9717,2018-08-31 18:13,0,0,0,82,1,1
380,10490,2018-08-31 21:37,1,0,0,82,1,1
381,13987,2018-08-31 21:55,0,0,0,82,1,1
382,3037,2018-08-31 22:28,0,0,0,82,1,1
383,10,2018-08-31 22:52,0,0,0,82,1,1
384,302,2018-08-31 23:04,0,0,0,82,1,1
385,11620,2018-09-01 0:53,0,0,0,82,1,1
386,7428,2018-09-01 3:40,0,0,0,82,1,1
387,16044,2018-09-01 4:27,0,0,0,82,1,1
388,20367,2018-09-01 6:01,0,0,0,82,1,1
389,3790,2018-09-01 12:41,0,0,0,82,1,1
390,18987,2018-09-01 13:36,0,0,0,82,1,1
391,17519,2018-09-01 14:10,0,0,0,82,1,1
392,11246,2018-09-01 14:12,1,0,0,82,1,1
393,4911,2018-09-01 15:15,0,0,0,82,1,1
394,11543,2018-09-01 18:18,0,0,0,82,1,1
395,14208,2018-09-01 18:35,2,0,0,82,1,1
396,17518,2018-09-01 19:56,0,0,0,82,1,1
397,6427,2018-09-01 20:48,0,0,0,82,1,1
398,14729,2018-09-01 22:28,0,0,0,82,1,1
399,1019,2018-09-02 1:45,0,0,0,82,1,1
400,20396,2018-09-02 2:10,0,0,0,82,1,1
401,13016,2018-09-02 2:23,0,0,0,82,1,1
402,18340,2018-09-02 2:32,0,0,0,82,1,1
403,1763,2018-09-02 3:12,0,0,0,82,1,1
404,7339,2018-09-02 3:22,1,0,0,82,1,1
405,1562,2018-09-02 3:25,0,0,0,82,1,1
406,16377,2018-09-02 4:13,0,0,0,82,1,1
407,17681,2018-09-02 5:51,0,0,0,82,1,1
408,3944,2018-09-02 10:32,0,0,0,82,1,1
409,4385,2018-09-02 10:36,0,0,0,82,1,1
410,5486,2018-09-02 11:50,0,0,0,82,1,1
411,7659,2018-09-02 12:24,0,0,0,82,1,1
412,18263,2018-09-02 13:55,0,0,0,82,1,1
413,1228,2018-09-02 14:02,0,0,0,82,1,1
414,21249,2018-09-02 14:56,0,0,0,82,1,1
415,18583,2018-09-02 15:13,0,0,0,82,1,1
416,3996,2018-09-02 17:07,3,0,0,82,1,1
417,13086,2018-09-02 17:31,0,0,0,82,1,1
418,19459,2018-09-02 17:40,0,0,0,82,1,1
419,8916,2018-09-02 18:39,0,0,0,82,1,1
420,15824,2018-09-02 18:43,0,0,0,82,1,1
421,19134,2018-09-02 19:25,0,0,0,82,1,1
422,8928,2018-09-02 20:20,0,0,0,82,1,1
423,2321,2018-09-02 20:27,0,0,0,82,1,1
424,1568,2018-09-02 21:57,0,0,0,82,1,1
425,6767,2018-09-02 22:20,0,0,0,82,1,1
426,7062,2018-09-03 0:15,0,0,0,82,1,1
427,16503,2018-09-03 3:51,0,0,0,82,1,1
428,19921,2018-09-03 4:05,0,0,0,82,1,1
429,12347,2018-09-03 5:01,0,0,0,82,1,1
430,819,2018-09-03 11:07,0,0,0,82,1,1
431,13259,2018-09-03 12:57,0,0,0,82,1,1
432,12217,2018-09-03 14:42,0,0,0,82,1,1
433,9216,2018-09-03 16:14,0,0,0,82,1,1
434,6574,2018-09-03 17:44,3,0,0,82,1,1
435,15733,2018-09-03 20:28,0,0,0,82,1,1
436,10379,2018-09-03 20:44,0,0,0,82,1,1
437,16010,2018-09-03 21:15,0,0,0,82,1,1
438,5748,2018-09-03 21:20,0,0,0,82,1,1
439,1315,2018-09-03 21:21,0,0,0,82,1,1
440,9603,2018-09-03 21:42,0,0,0,82,1,1
441,5011,2018-09-03 22:15,0,0,0,82,1,1
442,15942,2018-09-03 22:49,0,0,0,82,1,1
443,9114,2018-09-04 1:30,0,0,0,82,1,1
444,6210,2018-09-04 9:29,0,0,0,82,1,1
445,2701,2018-09-04 12:17,1,0,0,82,1,1
446,4934,2018-09-04 13:18,2,0,0,82,1,1
447,15057,2018-09-04 14:35,0,0,0,82,1,1
448,9454,2018-09-05 0:48,0,0,0,82,1,1
449,10813,2018-09-05 1:29,0,0,0,82,1,1
450,16002,2018-09-05 4:50,0,0,0,82,1,1
451,14488,2018-09-05 11:23,1,0,0,82,1,1
452,15529,2018-09-05 17:16,0,0,0,82,1,1
453,20642,2018-09-05 20:51,0,0,0,82,1,1
454,6027,2018-09-06 9:28,0,0,0,82,1,1
455,10489,2018-09-06 10:16,0,0,0,82,1,1
456,20445,2018-09-06 13:34,0,0,0,82,1,1
457,14563,2018-09-06 21:08,1,0,0,82,1,1
458,3125,2018-09-06 22:19,0,0,0,82,1,1
459,7207,2018-09-07 2:18,0,0,0,82,1,1
460,10381,2018-09-07 13:28,0,0,0,82,1,1
461,22083,2018-09-07 13:31,0,0,0,82,1,1
462,17298,2018-09-07 16:40,3,0,0,82,1,1
463,13948,2018-09-07 17:57,0,0,0,82,1,1
464,9453,2018-09-07 19:04,0,0,0,82,1,1
465,3244,2018-09-07 20:30,1,0,0,82,1,1
466,16852,2018-09-08 0:54,0,0,0,82,1,1
467,4217,2018-09-08 10:10,0,0,0,82,1,1
468,22057,2018-09-08 13:55,1,0,0,82,1,1
469,20623,2018-09-08 22:10,0,0,0,82,1,1
470,5963,2018-09-09 1:06,3,0,0,82,1,1
471,13652,2018-09-09 3:46,0,0,0,82,1,1
472,15166,2018-09-09 13:17,0,0,0,82,1,1
473,16965,2018-09-09 13:22,5,0,0,82,1,1
474,6317,2018-09-09 13:33,0,0,0,82,1,1
475,9771,2018-09-09 18:41,3,0,0,82,1,1
476,11426,2018-09-09 21:26,0,0,0,82,1,1
477,7949,2018-09-09 21:28,0,0,0,82,1,1
478,3731,2018-09-09 23:43,0,0,0,82,1,1
479,20510,2018-09-10 15:29,1,0,0,82,1,1
480,5511,2018-09-10 16:00,1,0,0,82,1,1
481,2659,2018-09-10 20:40,2,0,0,82,1,1
482,12760,2018-09-10 21:00,2,0,0,82,1,1
483,43,2018-09-11 2:23,0,0,0,82,1,1
484,7142,2018-09-11 12:10,1,0,0,82,1,1
485,13926,2018-09-11 15:39,0,0,0,82,1,1
486,17220,2018-09-11 16:25,0,0,0,82,1,1
487,20989,2018-09-11 19:05,1,0,0,82,1,1
488,12719,2018-09-11 20:15,0,0,0,82,1,1
489,7375,2018-09-12 0:38,0,0,0,82,1,1
490,19278,2018-09-12 12:46,1,0,0,82,1,1
491,9456,2018-09-13 10:30,0,0,0,82,1,1
492,20582,2018-09-13 14:51,2,0,0,82,1,1
493,55,2018-09-13 15:17,0,0,0,82,1,1
494,10141,2018-09-13 19:35,4,0,0,82,1,1
495,9429,2018-09-13 21:08,3,0,0,82,1,1
496,16734,2018-09-13 22:27,2,0,0,82,1,1
